index,ms
1294,21.912
1295,22.178
1296,21.040
1297,10.542
1298,15.808
1299,9.532
1300,15.934
1301,10.306
1302,17.825
1303,9.673
1304,16.844
1305,9.244
1306,10.795
1307,10.608
1308,10.610
1309,19.940
1310,10.725
1311,20.243
1312,19.232
1313,18.416
1314,19.407
1315,19.259
1316,17.903
1317,26.995
1318,13.788
1319,26.551
1320,17.562
1321,18.546
1322,16.335
1323,17.613
1324,13.308
1325,23.278
1326,17.577
1327,17.105
1328,16.918
1329,16.116
1330,15.136
1331,14.173
1332,16.619
1333,8.445
1334,9.678
1335,9.708
1336,15.399
1337,13.909
1338,10.209
1339,21.939
1340,25.779
1341,20.657
1342,23.520
1343,13.449
1344,11.982
1345,18.237
1346,19.320
1347,19.807
1348,21.455
1349,19.069
1350,10.703
1351,18.693
1352,10.185
1353,18.155
1354,17.229
1355,18.518
1356,10.947
1357,18.283
1358,18.654
1359,16.766
1360,9.578
1361,16.754
1362,10.326
1363,18.727
1364,18.522
1365,17.372
1366,19.118
1367,21.076
1368,10.052
1369,18.631
1370,10.480
1371,9.706
1372,20.317
1373,10.742
1374,19.148
1375,18.229
1376,19.723
1377,18.146
1378,9.314
1379,14.213
1380,6.645
1381,11.691
1382,12.340
1383,12.060
1384,16.849
1385,9.713
1386,9.696
1387,17.345
1388,18.010
1389,10.533
1390,10.411
1391,17.140
1392,27.899
1393,17.711
1394,18.606
1395,18.639
1396,19.260
1397,17.275
1398,17.403
1399,10.076
1400,12.224
1401,14.700
1402,12.687
1403,7.056
1404,14.231
1405,17.541
1406,17.720
1407,18.590
1408,20.263
1409,14.449
1410,39.731
1411,24.724
1412,28.076
1413,14.039
1414,23.511
1415,12.959
1416,10.460
1417,33.745
1418,10.256
1419,35.231
1420,9.566
1421,17.392
1422,9.962
1423,11.329
1424,10.634
1425,20.798
1426,10.629
1427,11.492
1428,11.169
1429,19.502
1430,10.182
1431,12.360
1432,22.604
1433,11.442
1434,19.590
1435,8.850
1436,9.648
1437,29.605
1438,10.781
1439,31.817
1440,20.139
1441,9.170
1442,18.120
1443,6.626
1444,11.093
1445,6.498
1446,7.510
1447,9.563
1448,6.681
1449,8.588
1450,15.529
1451,6.633
1452,15.264
1453,17.114
1454,6.576
1455,13.444
1456,9.466
1457,12.953
1458,9.271
1459,23.605
1460,24.520
1461,22.414
1462,12.410
1463,11.255
1464,28.168
1465,19.039
1466,18.677
1467,10.009
